"영상 번호","의문사있는 의문형","한국어 번역","형태소 개수","한국수어 형태소","","","","","","",""
"1540","","(사거리) 지나서 내려주세요.","3","사거리","다음","여기","","","","",""
"1541","","(큰 길) 지나서 내려주세요.","3","대로","다음","내리다","","","","",""
"1542","","(큰 길) 지나서 내려주세요.","3","대로","다음","내리다","","","","",""
"1543","","(큰 길) 지나서 내려주세요.","3","대로","다음","차내리다","","","","",""
"1544","","(큰 길) 지나서 내려주세요.","3","대로","다음","차내리다","","","","",""
"1545","","(큰 길) 지나서 내려주세요.","2","대로","다음","","","","","",""
"1546","","(큰 길) 지나서 내려주세요.","4","대로","다음","도착","내리다","","","",""
"1547","","(큰 길) 지나서 내려주세요.","4","대로","다음","도착","내리다","","","",""
"1548","","(큰 길) 지나서 내려주세요.","4","대로","다음","도착","차내리다","","","",""
"1549","","(큰 길) 지나서 내려주세요.","4","대로","다음","도착","차내리다","","","",""
"1550","","(큰 길) 지나서 내려주세요.","3","대로","다음","여기","","","","",""
"1551","","(육교) 지나서 내려주세요.","4","육교","곳","다음","내리다","","","",""
"1552","","(육교) 지나서 내려주세요.","4","육교","곳","다음","내리다","","","",""
"1553","","(육교) 지나서 내려주세요.","4","육교","곳","다음","차내리다","","","",""
"1554","","(육교) 지나서 내려주세요.","4","육교","곳","다음","차내리다","","","",""
"1555","","(육교) 지나서 내려주세요.","3","육교","곳","다음","","","","",""
"1556","","(육교) 지나서 내려주세요.","5","육교","곳","다음","도착","내리다","","",""
"1557","","(육교) 지나서 내려주세요.","5","육교","곳","다음","도착","내리다","","",""
"1558","","(육교) 지나서 내려주세요.","5","육교","곳","다음","도착","차내리다","","",""
"1559","","(육교) 지나서 내려주세요.","5","육교","곳","다음","도착","차내리다","","",""
"1560","","(육교) 지나서 내려주세요.","4","육교","곳","다음","여기","","","",""
"1561","","(보건소) 지나서 내려주세요.","4","보건소","곳","다음","내리다","","","",""
"1562","","(보건소) 지나서 내려주세요.","4","보건소","곳","다음","내리다","","","",""
"1563","","(보건소) 지나서 내려주세요.","4","보건소","곳","다음","차내리다","","","",""
"1564","","(보건소) 지나서 내려주세요.","4","보건소","곳","다음","차내리다","","","",""
"1565","","(보건소) 지나서 내려주세요.","3","보건소","곳","다음","","","","",""
"1566","","(보건소) 지나서 내려주세요.","5","보건소","곳","다음","도착","내리다","","",""
"1567","","(보건소) 지나서 내려주세요.","5","보건소","곳","다음","도착","내리다","","",""
"1568","","(보건소) 지나서 내려주세요.","5","보건소","곳","다음","도착","차내리다","","",""
"1569","","(보건소) 지나서 내려주세요.","5","보건소","곳","다음","도착","차내리다","","",""
"1570","","(보건소) 지나서 내려주세요.","4","보건소","곳","다음","여기","","","",""
"1571","","(언덕) 지나서 내려주세요.","3","언덕","다음","여기","","","","",""
"1572","","(언덕) 지나서 내려주세요.","5","언덕","저기","곳","다음","내리다","","",""
"1573","","(언덕) 지나서 내려주세요.","5","언덕","저기","곳","다음","내리다","","",""
"1574","","(언덕) 지나서 내려주세요.","5","언덕","저기","곳","다음","차내리다","","",""
"1575","","(언덕) 지나서 내려주세요.","5","언덕","저기","곳","다음","차내리다","","",""
"1576","","(언덕) 지나서 내려주세요.","4","언덕","저기","곳","다음","","","",""
"1577","","(언덕) 지나서 내려주세요.","6","언덕","저기","곳","다음","도착","내리다","",""
"1578","","(언덕) 지나서 내려주세요.","6","언덕","저기","곳","다음","도착","내리다","",""
"1579","","(언덕) 지나서 내려주세요.","6","언덕","저기","곳","다음","도착","차내리다","",""
"1580","","(언덕) 지나서 내려주세요.","6","언덕","저기","곳","다음","도착","차내리다","",""
"1581","","(은행) 지나서 내려주세요.","3","은행","다음","여기","","","","",""
"1582","","(은행) 지나서 내려주세요.","5","은행","저기","곳","다음","내리다","","",""
"1583","","(은행) 지나서 내려주세요.","5","은행","저기","곳","다음","내리다","","",""
"1584","","(은행) 지나서 내려주세요.","5","은행","저기","곳","다음","차내리다","","",""
"1585","","(은행) 지나서 내려주세요.","5","은행","저기","곳","다음","차내리다","","",""
"1586","","(은행) 지나서 내려주세요.","4","은행","저기","곳","다음","","","",""
"1587","","(은행) 지나서 내려주세요.","6","은행","저기","곳","다음","도착","내리다","",""
"1588","","(은행) 지나서 내려주세요.","6","은행","저기","곳","다음","도착","내리다","",""
"1589","","(은행) 지나서 내려주세요.","6","은행","저기","곳","다음","도착","차내리다","",""
"1590","","(은행) 지나서 내려주세요.","6","은행","저기","곳","다음","도착","차내리다","",""
"1591","","(경찰서) 지나서 내려주세요.","4","경찰","곳","다음","여기","","","",""
"1592","","(경찰서) 지나서 내려주세요.","5","경찰","저기","곳","다음","내리다","","",""
"1593","","(경찰서) 지나서 내려주세요.","5","경찰","저기","곳","다음","내리다","","",""
"1594","","(경찰서) 지나서 내려주세요.","5","경찰","저기","곳","다음","차내리다","","",""
"1595","","(경찰서) 지나서 내려주세요.","5","경찰","저기","곳","다음","차내리다","","",""
"1596","","(경찰서) 지나서 내려주세요.","4","경찰","저기","곳","다음","","","",""
"1597","","(경찰서) 지나서 내려주세요.","6","경찰","저기","곳","다음","도착","내리다","",""
"1598","","(경찰서) 지나서 내려주세요.","6","경찰","저기","곳","다음","도착","내리다","",""
"1599","","(경찰서) 지나서 내려주세요.","6","경찰","저기","곳","다음","도착","차내리다","",""
"1600","","(경찰서) 지나서 내려주세요.","6","경찰","저기","곳","다음","도착","차내리다","",""
"1601","","(우체국) 지나서 내려주세요.","4","편지","저기","곳","","","","",""
"1602","","(우체국) 지나서 내려주세요.","5","편지","저기","곳","다음","내리다","","",""
"1603","","(우체국) 지나서 내려주세요.","5","편지","저기","곳","다음","내리다","","",""
"1604","","(우체국) 지나서 내려주세요.","5","편지","저기","곳","다음","차내리다","","",""
"1605","","(우체국) 지나서 내려주세요.","5","편지","저기","곳","다음","차내리다","","",""
"1606","","(우체국) 지나서 내려주세요.","4","편지","저기","곳","다음","","","",""
"1607","","(우체국) 지나서 내려주세요.","6","편지","저기","곳","다음","도착","내리다","",""
"1608","","(우체국) 지나서 내려주세요.","6","편지","저기","곳","다음","도착","내리다","",""
"1609","","(우체국) 지나서 내려주세요.","6","편지","저기","곳","다음","도착","차내리다","",""
"1610","","(우체국) 지나서 내려주세요.","6","편지","저기","곳","다음","도착","차내리다","",""
"1611","","(신호등) 지나서 내려드릴까요?","3","신호등","다음","내리다","","","","",""
"1612","","(신호등) 지나서 내려드릴까요?","3","신호등","다음","내리다","","","","",""
"1613","","힘듭니다.","1","힘들다","","","","","","",""
"1614","","(신호등) 지나서 내려드릴까요?","3","신호등","다음","차내리다","","","","",""
"1615","","(신호등) 지나서 내려드릴까요?","3","신호등","다음","곳","","","","",""
"1616","","(신호등) 지나서 내려드릴까요?","4","신호등","다음","도착","내리다","","","",""
"1617","","(신호등) 지나서 내려드릴까요?","4","신호등","다음","도착","내리다","","","",""
"1618","","(신호등) 지나서 내려드릴까요?","4","신호등","다음","도착","차내리다","","","",""
"1619","","(신호등) 지나서 내려드릴까요?","4","신호등","다음","도착","차내리다","","","",""
"1620","","(신호등) 지나서 내려드릴까요?","3","신호등","다음","여기","","","","",""
"1621","","(터널) 지나서 내려드릴까요?","3","터널","다음","내리다","","","","",""
"1622","","(터널) 지나서 내려드릴까요?","3","터널","다음","내리다","","","","",""
"1623","","(터널) 지나서 내려드릴까요?","3","터널","다음","차내리다","","","","",""
"1624","","(터널) 지나서 내려드릴까요?","3","터널","다음","차내리다","","","","",""
"1625","","(터널) 지나서 내려드릴까요?","3","터널","다음","곳","","","","",""
"1626","","(터널) 지나서 내려드릴까요?","4","터널","다음","도착","내리다","","","",""
"1627","","(터널) 지나서 내려드릴까요?","4","터널","다음","도착","내리다","","","",""
"1628","","(터널) 지나서 내려드릴까요?","4","터널","다음","도착","차내리다","","","",""
"1629","","(터널) 지나서 내려드릴까요?","4","터널","다음","도착","차내리다","","","",""
"1630","","(터널) 지나서 내려드릴까요?","3","터널","다음","여기","","","","",""
"1631","","(지하철역) 지나서 내려드릴까요?","4","지하철","곳","다음","내리다","","","",""
"1632","","(지하철역) 지나서 내려드릴까요?","4","지하철","곳","다음","내리다","","","",""
"1633","","(지하철역) 지나서 내려드릴까요?","4","지하철","곳","다음","차내리다","","","",""
"1634","","(지하철역) 지나서 내려드릴까요?","4","지하철","곳","다음","차내리다","","","",""
"1635","","(지하철역) 지나서 내려드릴까요?","4","지하철","곳","다음","곳","","","",""
"1636","","(지하철역) 지나서 내려드릴까요?","5","지하철","곳","다음","도착","내리다","","",""
"1637","","(지하철역) 지나서 내려드릴까요?","5","지하철","곳","다음","도착","내리다","","",""
"1638","","(지하철역) 지나서 내려드릴까요?","5","지하철","곳","다음","도착","차내리다","","",""
"1639","","(지하철역) 지나서 내려드릴까요?","5","지하철","곳","다음","도착","차내리다","","",""
"1640","","(지하철역) 지나서 내려드릴까요?","4","지하철","곳","다음","여기","","","",""
"1641","","(주민센터) 지나서 내려드릴까요?","4","군청","곳","다음","내리다","","","",""
"1642","","(주민센터) 지나서 내려드릴까요?","4","군청","곳","다음","내리다","","","",""
"1643","","(주민센터) 지나서 내려드릴까요?","4","군청","곳","다음","차내리다","","","",""
"1644","","(주민센터) 지나서 내려드릴까요?","4","군청","곳","다음","차내리다","","","",""
"1645","","(주민센터) 지나서 내려드릴까요?","4","군청","곳","다음","곳","","","",""
"1646","","(주민센터) 지나서 내려드릴까요?","5","군청","곳","다음","도착","내리다","","",""
"1647","","(주민센터) 지나서 내려드릴까요?","5","군청","곳","다음","도착","내리다","","",""
"1648","","(주민센터) 지나서 내려드릴까요?","5","군청","곳","다음","도착","차내리다","","",""
"1649","","(주민센터) 지나서 내려드릴까요?","5","군청","곳","다음","도착","차내리다","","",""
"1650","","(주민센터) 지나서 내려드릴까요?","4","군청","곳","다음","여기","","","",""
"1651","","(병원) 지나서 내려드릴까요?","3","병원","다음","여기","","","","",""
"1652","","(병원) 지나서 내려드릴까요?","3","병원","다음","내리다","","","","",""
"1653","","(병원) 지나서 내려드릴까요?","3","병원","다음","내리다","","","","",""
"1654","","(병원) 지나서 내려드릴까요?","3","병원","다음","차내리다","","","","",""
"1655","","(병원) 지나서 내려드릴까요?","3","병원","다음","차내리다","","","","",""
"1656","","(병원) 지나서 내려드릴까요?","4","병원","저기","다음","곳","","","",""
"1657","","(병원) 지나서 내려드릴까요?","5","병원","저기","다음","도착","내리다","","",""
"1658","","(병원) 지나서 내려드릴까요?","5","병원","저기","다음","도착","내리다","","",""
"1659","","(병원) 지나서 내려드릴까요?","5","병원","저기","다음","도착","차내리다","","",""
"1660","","(병원) 지나서 내려드릴까요?","5","병원","저기","다음","도착","차내리다","","",""
"1661","","(골목길) 지나서 내려드릴까요?","3","샛길","다음","여기","","","","",""
"1662","","(골목길) 지나서 내려드릴까요?","3","샛길","다음","내리다","","","","",""
"1663","","(골목길) 지나서 내려드릴까요?","3","샛길","다음","내리다","","","","",""
"1664","","(골목길) 지나서 내려드릴까요?","3","샛길","다음","차내리다","","","","",""
"1665","","(골목길) 지나서 내려드릴까요?","3","샛길","다음","차내리다","","","","",""
"1666","","(골목길) 지나서 내려드릴까요?","4","샛길","저기","다음","곳","","","",""
"1667","","(골목길) 지나서 내려드릴까요?","5","샛길","저기","다음","도착","내리다","","",""
"1668","","(골목길) 지나서 내려드릴까요?","5","샛길","저기","다음","도착","내리다","","",""
"1669","","(골목길) 지나서 내려드릴까요?","5","샛길","저기","다음","도착","차내리다","","",""
"1670","","(골목길) 지나서 내려드릴까요?","5","샛길","저기","다음","도착","차내리다","","",""
"1671","","(버스정류장) 지나서 내려드릴까요?","4","버스","곳","다음","여기","","","",""
"1672","","(버스정류장) 지나서 내려드릴까요?","4","버스","곳","다음","내리다","","","",""
"1673","","(버스정류장) 지나서 내려드릴까요?","4","버스","곳","다음","내리다","","","",""
"1674","","(버스정류장) 지나서 내려드릴까요?","4","버스","곳","다음","차내리다","","","",""
"1675","","(버스정류장) 지나서 내려드릴까요?","4","버스","곳","다음","차내리다","","","",""
"1676","","(버스정류장) 지나서 내려드릴까요?","5","버스","곳","저기","다음","곳","","",""
"1677","","(버스정류장) 지나서 내려드릴까요?","6","버스","곳","저기","다음","도착","내리다","",""
"1678","","(버스정류장) 지나서 내려드릴까요?","6","버스","곳","저기","다음","도착","내리다","",""
"1679","","(버스정류장) 지나서 내려드릴까요?","6","버스","곳","저기","다음","도착","차내리다","",""
"1680","","(버스정류장) 지나서 내려드릴까요?","6","버스","곳","저기","다음","도착","차내리다","",""
"1681","","(소방서) 지나서 내려드릴까요?","4","119","곳","다음","여기","","","",""
"1682","","(소방서) 지나서 내려드릴까요?","4","119","곳","다음","내리다","","","",""
"1683","","(소방서) 지나서 내려드릴까요?","4","119","곳","다음","내리다","","","",""
"1684","","(소방서) 지나서 내려드릴까요?","4","119","곳","다음","차내리다","","","",""
"1685","","(소방서) 지나서 내려드릴까요?","4","119","곳","다음","차내리다","","","",""
"1686","","(소방서) 지나서 내려드릴까요?","5","119","곳","저기","다음","곳","","",""
"1687","","(소방서) 지나서 내려드릴까요?","6","119","곳","저기","다음","도착","내리다","",""
"1688","","(소방서) 지나서 내려드릴까요?","6","119","곳","저기","다음","도착","내리다","",""
"1689","","(소방서) 지나서 내려드릴까요?","6","119","곳","저기","다음","도착","차내리다","",""
"1690","","(소방서) 지나서 내려드릴까요?","6","119","곳","저기","다음","도착","차내리다","",""
"1691","","(사거리) 지나서 내려드릴까요?","3","사거리","다음","내리다","","","","",""
"1692","","(사거리) 지나서 내려드릴까요?","3","사거리","다음","내리다","","","","",""
"1693","","(사거리) 지나서 내려드릴까요?","3","사거리","다음","차내리다","","","","",""
"1694","","(사거리) 지나서 내려드릴까요?","3","사거리","다음","차내리다","","","","",""
"1695","","(사거리) 지나서 내려드릴까요?","2","사거리","다음","","","","","",""
"1696","","(사거리) 지나서 내려드릴까요?","4","사거리","다음","도착","내리다","","","",""
"1697","","(사거리) 지나서 내려드릴까요?","4","사거리","다음","도착","내리다","","","",""
"1698","","(사거리) 지나서 내려드릴까요?","4","사거리","다음","도착","차내리다","","","",""
"1699","","(사거리) 지나서 내려드릴까요?","4","사거리","다음","도착","차내리다","","","",""
"1700","","(사거리) 지나서 내려드릴까요?","3","사거리","다음","여기","","","","",""
"1701","","(큰 길) 지나서 내려드릴까요?","3","대로","다음","내리다","","","","",""
"1702","","(큰 길) 지나서 내려드릴까요?","3","대로","다음","내리다","","","","",""
"1703","","(큰 길) 지나서 내려드릴까요?","3","대로","다음","차내리다","","","","",""
"1704","","(큰 길) 지나서 내려드릴까요?","3","대로","다음","차내리다","","","","",""
"1705","","(큰 길) 지나서 내려드릴까요?","2","대로","다음","","","","","",""
"1706","","(큰 길) 지나서 내려드릴까요?","4","대로","다음","도착","내리다","","","",""
"1707","","(큰 길) 지나서 내려드릴까요?","4","대로","다음","도착","내리다","","","",""
"1708","","(큰 길) 지나서 내려드릴까요?","4","대로","다음","도착","차내리다","","","",""
"1709","","(큰 길) 지나서 내려드릴까요?","4","대로","다음","도착","차내리다","","","",""
"1710","","(큰 길) 지나서 내려드릴까요?","3","대로","다음","여기","","","","",""
"1711","","(육교) 지나서 내려드릴까요?","4","육교","곳","다음","내리다","","","",""
"1712","","(육교) 지나서 내려드릴까요?","4","육교","곳","다음","내리다","","","",""
"1713","","(육교) 지나서 내려드릴까요?","4","육교","곳","다음","차내리다","","","",""
"1714","","(육교) 지나서 내려드릴까요?","4","육교","곳","다음","차내리다","","","",""
"1715","","(육교) 지나서 내려드릴까요?","3","육교","곳","다음","","","","",""
"1716","","(육교) 지나서 내려드릴까요?","5","육교","곳","다음","도착","내리다","","",""
"1717","","(육교) 지나서 내려드릴까요?","5","육교","곳","다음","도착","내리다","","",""
"1718","","(육교) 지나서 내려드릴까요?","5","육교","곳","다음","도착","차내리다","","",""
"1719","","(육교) 지나서 내려드릴까요?","5","육교","곳","다음","도착","차내리다","","",""
"1720","","(육교) 지나서 내려드릴까요?","4","육교","곳","다음","여기","","","",""
"1721","","(보건소) 지나서 내려드릴까요?","4","보건소","곳","다음","내리다","","","",""
"1722","","(보건소) 지나서 내려드릴까요?","4","보건소","곳","다음","내리다","","","",""
"1723","","(보건소) 지나서 내려드릴까요?","4","보건소","곳","다음","차내리다","","","",""
"1724","","(보건소) 지나서 내려드릴까요?","4","보건소","곳","다음","차내리다","","","",""
"1725","","(보건소) 지나서 내려드릴까요?","3","보건소","곳","다음","","","","",""
"1726","","(보건소) 지나서 내려드릴까요?","5","보건소","곳","다음","도착","내리다","","",""
"1727","","(보건소) 지나서 내려드릴까요?","5","보건소","곳","다음","도착","내리다","","",""
"1728","","(보건소) 지나서 내려드릴까요?","5","보건소","곳","다음","도착","차내리다","","",""
"1729","","(보건소) 지나서 내려드릴까요?","5","보건소","곳","다음","도착","차내리다","","",""
"1730","","(보건소) 지나서 내려드릴까요?","4","보건소","곳","다음","여기","","","",""
"1731","","(언덕) 지나서 내려드릴까요?","3","언덕","다음","여기","","","","",""
"1732","","(언덕) 지나서 내려드릴까요?","5","언덕","저기","곳","다음","내리다","","",""
"1733","","(언덕) 지나서 내려드릴까요?","5","언덕","저기","곳","다음","내리다","","",""
"1734","","(언덕) 지나서 내려드릴까요?","5","언덕","저기","곳","다음","차내리다","","",""
"1735","","(언덕) 지나서 내려드릴까요?","5","언덕","저기","곳","다음","차내리다","","",""
"1736","","(언덕) 지나서 내려드릴까요?","4","언덕","저기","곳","다음","","","",""
"1737","","(언덕) 지나서 내려드릴까요?","6","언덕","저기","곳","다음","도착","내리다","",""
"1738","","(언덕) 지나서 내려드릴까요?","6","언덕","저기","곳","다음","도착","내리다","",""
"1739","","(언덕) 지나서 내려드릴까요?","6","언덕","저기","곳","다음","도착","차내리다","",""
"1740","","(언덕) 지나서 내려드릴까요?","6","언덕","저기","곳","다음","도착","차내리다","",""
"1741","","(은행) 지나서 내려드릴까요?","3","은행","다음","여기","","","","",""
"1742","","(은행) 지나서 내려드릴까요?","5","은행","저기","곳","다음","내리다","","",""
"1743","","(은행) 지나서 내려드릴까요?","5","은행","저기","곳","다음","내리다","","",""
"1744","","(은행) 지나서 내려드릴까요?","5","은행","저기","곳","다음","차내리다","","",""
"1745","","(은행) 지나서 내려드릴까요?","5","은행","저기","곳","다음","차내리다","","",""
"1746","","(은행) 지나서 내려드릴까요?","4","은행","저기","곳","다음","","","",""
"1747","","(은행) 지나서 내려드릴까요?","6","은행","저기","곳","다음","도착","내리다","",""
"1748","","(은행) 지나서 내려드릴까요?","6","은행","저기","곳","다음","도착","내리다","",""
"1749","","(은행) 지나서 내려드릴까요?","6","은행","저기","곳","다음","도착","차내리다","",""
"1750","","(은행) 지나서 내려드릴까요?","6","은행","저기","곳","다음","도착","차내리다","",""
"1751","","(경찰서) 지나서 내려드릴까요?","3","경찰","다음","여기","","","","",""
"1752","","(경찰서) 지나서 내려드릴까요?","5","경찰","저기","곳","다음","내리다","","",""
"1753","","(경찰서) 지나서 내려드릴까요?","5","경찰","저기","곳","다음","내리다","","",""
"1754","","(경찰서) 지나서 내려드릴까요?","5","경찰","저기","곳","다음","차내리다","","",""
"1755","","(경찰서) 지나서 내려드릴까요?","5","경찰","저기","곳","다음","차내리다","","",""
"1756","","(경찰서) 지나서 내려드릴까요?","4","경찰","저기","곳","다음","","","",""
"1757","","(경찰서) 지나서 내려드릴까요?","6","경찰","저기","곳","다음","도착","내리다","",""
"1758","","(경찰서) 지나서 내려드릴까요?","6","경찰","저기","곳","다음","도착","내리다","",""
"1759","","(경찰서) 지나서 내려드릴까요?","6","경찰","저기","곳","다음","도착","차내리다","",""
"1760","","(경찰서) 지나서 내려드릴까요?","6","경찰","저기","곳","다음","도착","차내리다","",""
"1761","","(우체국) 지나서 내려드릴까요?","3","편지","다음","여기","","","","",""
"1762","","(우체국) 지나서 내려드릴까요?","5","편지","저기","곳","다음","내리다","","",""
"1763","","(우체국) 지나서 내려드릴까요?","5","편지","저기","곳","다음","내리다","","",""
"1764","","(우체국) 지나서 내려드릴까요?","5","편지","저기","곳","다음","차내리다","","",""
"1765","","(우체국) 지나서 내려드릴까요?","5","편지","저기","곳","다음","차내리다","","",""
"1766","","(우체국) 지나서 내려드릴까요?","4","편지","저기","곳","다음","","","",""
"1767","","(우체국) 지나서 내려드릴까요?","6","편지","저기","곳","다음","도착","내리다","",""
"1768","","(우체국) 지나서 내려드릴까요?","6","편지","저기","곳","다음","도착","내리다","",""
"1769","","(우체국) 지나서 내려드릴까요?","6","편지","저기","곳","다음","도착","차내리다","",""
"1770","","(우체국) 지나서 내려드릴까요?","6","편지","저기","곳","다음","도착","차내리다","",""
"1771","","맞습니다.","1","맞다","","","","","","",""
"1772","X","맞나요?","1","맞다","","","","","","",""
"1773","","알겠습니다.","1","알다","","","","","","",""
"1774","X","아시겠죠?","1","알다","","","","","","",""
"1775","","필요없습니다.","1","필요없다","","","","","","",""
"1776","X","필요없으신가요?","1","필요없다","","","","","","",""
"1777","","(가방)을 분실하셨나요?","2","가방","잃어버리다","","","","","",""
"1778","","(가방)을 분실하셨나요?","3","가방","없다","잃어버리다","","","","",""
"1779","","(가방)을 분실하셨나요?","2","가방","실종","","","","","",""
"1780","","(가방)을 분실하셨나요?","3","가방","없다","실종","","","","",""
"1781","","(가방)을 분실하셨나요?","3","가방","찾다","실종","","","","",""
"1782","","(가방)을 분실하셨나요?","3","가방","사라지다","실종","","","","",""
"1783","","(가방)을 분실하셨나요?","3","가방","잃어버리다","실종","","","","",""
"1784","","(가방)을 분실하셨나요?","3","가방","실종","잃어버리다","","","","",""
"1785","","(아이)를 잃어버리셨나요?","2","아이","잃어버리다","","","","","",""
"1786","","(아이)를 잃어버리셨나요?","3","아이","없다","잃어버리다","","","","",""
"1787","","(아이)를 잃어버리셨나요?","2","아이","실종","","","","","",""
"1788","","(아이)를 잃어버리셨나요?","3","아이","없다","실종","","","","",""
"1789","","(아이)를 잃어버리셨나요?","3","아이","찾다","실종","","","","",""
"1790","","(아이)를 잃어버리셨나요?","3","아이","사라지다","실종","","","","",""
"1791","","(아이)를 잃어버리셨나요?","3","아이","잃어버리다","실종","","","","",""
"1792","","(아이)를 잃어버리셨나요?","3","아이","실종","잃어버리다","","","","",""
"1793","","(열쇠)를 잃어버리셨나요?","2","열쇠","잃어버리다","","","","","",""
"1794","","(열쇠)를 잃어버리셨나요?","3","열쇠","없다","잃어버리다","","","","",""
"1795","","(열쇠)를 잃어버리셨나요?","2","열쇠","실종","","","","","",""
"1796","","(열쇠)를 잃어버리셨나요?","3","열쇠","없다","실종","","","","",""
"1797","","(열쇠)를 잃어버리셨나요?","3","열쇠","찾다","실종","","","","",""
"1798","","(열쇠)를 잃어버리셨나요?","3","열쇠","사라지다","실종","","","","",""
"1799","","(열쇠)를 잃어버리셨나요?","3","열쇠","잃어버리다","실종","","","","",""
"1800","","(열쇠)를 잃어버리셨나요?","3","열쇠","실종","잃어버리다","","","","",""
"1801","","(우산)을 잃어버리셨나요?","2","우산","잃어버리다","","","","","",""
"1802","","(우산)을 잃어버리셨나요?","3","우산","없다","잃어버리다","","","","",""
"1803","","(우산)을 잃어버리셨나요?","2","우산","실종","","","","","",""
"1804","","(우산)을 잃어버리셨나요?","3","우산","없다","실종","","","","",""
"1805","","(우산)을 잃어버리셨나요?","3","우산","찾다","실종","","","","",""
"1806","","(우산)을 잃어버리셨나요?","3","우산","사라지다","실종","","","","",""
"1807","","(우산)을 잃어버리셨나요?","3","우산","잃어버리다","실종","","","","",""
"1808","","(우산)을 잃어버리셨나요?","3","우산","실종","잃어버리다","","","","",""
"1809","","(지갑)을 분실하셨나요?","2","지갑","잃어버리다","","","","","",""
"1810","","(지갑)을 분실하셨나요?","3","지갑","없다","잃어버리다","","","","",""
"1811","","(지갑)을 분실하셨나요?","2","지갑","실종","","","","","",""
"1812","","(지갑)을 분실하셨나요?","3","지갑","없다","실종","","","","",""
"1813","","(지갑)을 분실하셨나요?","3","지갑","찾다","실종","","","","",""
"1814","","(지갑)을 분실하셨나요?","3","지갑","사라지다","실종","","","","",""
"1815","","(지갑)을 분실하셨나요?","3","지갑","잃어버리다","실종","","","","",""
"1816","","(지갑)을 분실하셨나요?","3","지갑","실종","잃어버리다","","","","",""
"1817","","(카드)를 분실하셨나요?","2","카드","잃어버리다","","","","","",""
"1818","","(카드)를 분실하셨나요?","3","카드","없다","잃어버리다","","","","",""
"1819","","(카드)를 분실하셨나요?","2","카드","실종","","","","","",""
"1820","","(카드)를 분실하셨나요?","3","카드","없다","실종","","","","",""
"1821","","(카드)를 분실하셨나요?","3","카드","찾다","실종","","","","",""
"1822","","(카드)를 분실하셨나요?","3","카드","사라지다","실종","","","","",""
"1823","","(카드)를 분실하셨나요?","3","카드","잃어버리다","실종","","","","",""
"1824","","(카드)를 분실하셨나요?","3","카드","실종","잃어버리다","","","","",""
"1825","","(우회전) 맞으시죠?","2","우회전","맞다","","","","","",""
"1826","","(우회전) 맞으시죠?","2","우회전","맞다","","","","","",""
"1827","","(우회전) 맞으시죠?","2","우회전","맞다","","","","","",""
"1828","","(우회전) 맞으시죠?","2","우회전","맞다","","","","","",""
"1829","","(우회전) 맞으시죠?","3","우회전","확인","맞다","","","","",""
"1830","","(우회전) 맞으시죠?","3","우회전","확인","맞다","","","","",""
"1831","","(우회전) 맞으시죠?","3","우회전","확인","맞다","","","","",""
"1832","","(우회전) 맞으시죠?","3","우회전","확인","맞다","","","","",""
"1833","","(우회전)이 맞습니다.","2","우회전","맞다","","","","","",""
"1834","","(우회전)이 맞습니다.","2","우회전","맞다","","","","","",""
"1835","","(우회전)이 맞습니다.","2","우회전","맞다","","","","","",""
"1836","","(우회전)이 맞습니다.","2","우회전","맞다","","","","","",""
"1837","","(우회전)이 맞습니다.","3","우회전","확인","맞다","","","","",""
"1838","","(우회전)이 맞습니다.","3","우회전","확인","맞다","","","","",""
"1839","","(우회전)이 맞습니다.","3","우회전","확인","맞다","","","","",""
"1840","","(우회전)이 맞습니다.","3","우회전","확인","맞다","","","","",""
"1841","","(좌회전) 맞으시죠?","2","좌회전","맞다","","","","","",""
"1842","","(좌회전) 맞으시죠?","2","좌회전","맞다","","","","","",""
"1843","","(좌회전) 맞으시죠?","2","좌회전","맞다","","","","","",""
"1844","","(좌회전) 맞으시죠?","2","좌회전","맞다","","","","","",""
"1845","","(좌회전) 맞으시죠?","3","좌회전","확인","맞다","","","","",""
"1846","","(좌회전) 맞으시죠?","3","좌회전","확인","맞다","","","","",""
"1847","","(좌회전) 맞으시죠?","3","좌회전","확인","맞다","","","","",""
"1848","","(좌회전) 맞으시죠?","3","좌회전","확인","맞다","","","","",""
"1849","","(좌회전)이 맞습니다.","2","좌회전","맞다","","","","","",""
"1850","","(좌회전)이 맞습니다.","2","좌회전","맞다","","","","","",""
"1851","","(좌회전)이 맞습니다.","2","좌회전","맞다","","","","","",""
"1852","","(좌회전)이 맞습니다.","2","좌회전","맞다","","","","","",""
"1853","","(좌회전)이 맞습니다.","3","좌회전","확인","맞다","","","","",""
"1854","","(좌회전)이 맞습니다.","3","좌회전","확인","맞다","","","","",""
"1855","","(좌회전)이 맞습니다.","3","좌회전","확인","맞다","","","","",""
"1856","","(좌회전)이 맞습니다.","3","좌회전","확인","맞다","","","","",""
"1857","","(우산)을 분실하였습니다.","2","우산","실종","","","","","",""
"1858","","(우산)을 분실하였습니다.","3","우산","없다","실종","","","","",""
"1859","","(우산)을 분실하였습니다.","3","우산","찾다","실종","","","","",""
"1860","","(우산)을 분실하였습니다.","3","우산","사라지다","실종","","","","",""
"1861","","(우산)을 분실하였습니다.","3","우산","잃어버리다","실종","","","","",""
"1862","","(우산)을 분실하였습니다.","3","우산","실종","잃어버리다","","","","",""
